"﻿Código Plan";Carrera;Cohorte;"Número de alumno";Bloqueo;"Causal Bloqueo";RUN;DV;Nombres;;"Primer Apellido";"Segundo Apellido";Logro;"Fecha Logro";"Última Carga"
HW1;Magia;2001-01;603425;S;"BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION";12048308;0;KARINA;MARTHINA;BELTRAN;WIESE;INGRESO;2001-01;
HP1;Magia;1997-01;635572;S;"ALUMNO EGRESADO";23382885;9;IVONNE;ALBÁN;"DE LUCA";CHIANG;"QUINTO AÑO- EGRESO";2002-01;2002-01
HP1;Magia;1994-01;400008;S;"ALUMNO EGRESADO";8316219;6;ARACELLY;DIRCEN;PARRAO;THENOUX;"CUARTO AÑO";1999-01;1999-02
HP1;Magia;1995-01;400884;S;"ALUMNO EGRESADO";12319563;5;DICARLO;EDGARRUY;COPPA;NAVEAS;"QUINTO AÑO- EGRESO";2000-01;2000-01
HP1;Magia;1999-01;559099;N;"Sin Bloqueo";11077371;9;SORAYA;YUBITZA;RUBI;BELTRAND;"QUINTO AÑO- EGRESO";2005-02;2005-02
HW1;Magia;2001-01;528361;N;"Sin Bloqueo";6997099;1;SIMONE;DONKA;HOLMES;SOBARZO;"QUINTO AÑO - EGRESO";2007-01;2007-01
HW1;Magia;2002-01;614323;S;"BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION";21031783;0;YANKA;IVETT;PAÑEDA;MARTIN;INGRESO;2002-01;
HP1;Magia;1983-01;478781;S;"ALUMNO EGRESADO";18472390;7;ORLAND;KATINA;OYANADER;ARANCIBIA;"QUINTO AÑO- EGRESO";1991-01;1991-01
HP1;Magia;1996-01;396731;S;"ALUMNO EGRESADO";24910641;4;MAGNO;GASTON;MILLAQUEO;ELIZALDE;"QUINTO AÑO- EGRESO";2001-01;2001-01
HP1;Magia;1998-01;389342;S;"BLOQUEO POR NO INSCRIPCION";23954947;4;JURIS;BYRON;TOURREL;ALVARADO;"SEGUNDO AÑO";2002-01;2003-01
HP1;Magia;1996-01;492645;S;"BLOQUEO POR NO INSCRIPCION";21762864;5;AVELIN;LILIAN;MEJIA;REVILLA;INGRESO;1996-01;
HW1;Magia;2001-01;638373;S;"BLOQUEO POR NO INSCRIPCION";25271872;K;SABINA;NIARUS;ÁVILA;ISUIZA;"PRIMER AÑO";2002-01;2004-01
HP1;Magia;1985-01;495865;S;"BLOQUEO POR NO INSCRIPCION";20471228;2;INGEBORD;YAMILA;JILES;BASTÍAS;INGRESO;1985-01;
HW1;Magia;2004-01;524610;S;"ALUMNO LICENCIADO";17094283;5;ALDOGESU;BENJAM;LLEDO;RUSQUE;"QUINTO AÑO - EGRESO";2007-01;2007-01
HP1;Magia;1995-01;410837;S;"ALUMNO EGRESADO";20602022;7;RAIMUNDO;AILEN;GREZ;VIO;"QUINTO AÑO- EGRESO";2000-01;2000-01
HW1;Magia;2000-01;579410;S;"BLOQUEO POR NO INSCRIPCION";14906327;K;MARIA-BELEN;RONNIE;"VON BISCHOFFSHAUSEN";ABANTO;"PRIMER AÑO";2001-01;2003-01
HW1;Magia;2008-02;393827;N;"Sin Bloqueo";24233686;7;SIGRID;CRISTI;TORREALBA;PIEDRABUENA;"QUINTO AÑO - EGRESO";2009-01;2009-02
HP1;Magia;1989-01;376609;S;"ALUMNO EGRESADO";10941018;1;INGRID;DHAFNA;ARTEAGA;NIETO;"QUINTO AÑO- EGRESO";1998-01;1998-01
HP1;Magia;1995-01;403839;S;"BLOQUEO POR NO INSCRIPCION";17314887;0;EDO.;ORIEL;LEVA;TARRAGO;INGRESO;1995-01;1997-01
HP1;Magia;1998-01;428346;S;"BLOQUEO POR NO INSCRIPCION";14328528;4;KURT;TRACY;LAGOS;GELDES;"PRIMER AÑO";2000-01;2002-02
HP1;Magia;1987-01;557798;S;"ALUMNO EGRESADO";12179170;4;JAMILETT;AND.;AULESTIA;CASSANELLO;"SEGUNDO AÑO";1989-01;1993-01
HW1;Magia;2008-02;450826;S;"ALUMNO EGRESADO";23738231;K;BRANCO;RORI;GILLIBRAND;SEREY;"QUINTO AÑO - EGRESO";2009-01;2009-01
HP1;Magia;1987-01;528809;S;"BLOQUEO POR NO INSCRIPCION";9143747;K;JUANJOSE;EYLINE;MALAMUD;FABA;"SEGUNDO AÑO";1990-01;1992-02
HP1;Magia;1995-01;454968;S;"BLOQUEO POR NO INSCRIPCION";13303942;9;STEFANO;DAN;SALVADO;MONTEALEGRE;"PRIMER AÑO";1998-02;2001-02
HP1;Magia;1995-01;511023;S;"CAMBIO DE PLAN O CARRERA";14203079;7;ELISABETH;AMAPOLA;CASTILLA;BALBONTÌN;INGRESO;1995-01;1998-02
HP1;Magia;2004-01;539663;S;"ALUMNO EGRESADO";23800896;4;ABDON;KATERINE;BEJAR;PAZOS;"QUINTO AÑO- EGRESO";2006-02;2006-02
HW1;Magia;2004-01;644557;S;"CAMBIO DE PLAN O CARRERA";24483089;4;MALENA;EMMANUEL;HAMATI;ASTORGA;"TERCER AÑO";2004-01;2004-01
HW2;Magia;2010-01;544580;S;"ALUMNO CON DEUDA MOROSA";17248534;7;TOMÁS;CHRISS;KREMERMAN;.;INGRESO;2010-01;2010-01
HP1;Magia;2000-01;441327;S;"BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION";20292653;1;ANDREINA;NIBALDO;CABAÑAS;LESSER;INGRESO;2000-01;
HP1;Magia;1996-01;641756;S;"ALUMNO EGRESADO";20980129;0;JEANETTE;PEDRO;MENDEZ;CEREÑO;"QUINTO AÑO- EGRESO";2000-02;2000-02
HP1;Magia;1986-01;519806;S;"ALUMNO EGRESADO";9568845;8;NATHALIE;JUNIA;PUENTES;SPIESS;"SEGUNDO AÑO";1989-01;1993-01
HW1;Magia;2001-01;450357;S;"ALUMNO EGRESADO";10441193;1;KAROLINA;GIANCARLO;ERQUINIGO;SLEMAN;"QUINTO AÑO - EGRESO";2005-01;2005-01
GH1;Magia;2003-01;651039;S;"BLOQUEO POR NO INSCRIPCION";4182662;2;NAYYATT;SOFÍA;HUITRAIÑAN;ABELEIDA;"QUINTO AÑO - EGRESO";2008-01;2008-01
HP1;Magia;1996-01;369742;S;"ALUMNO EGRESADO";12075218;7;ANAEL;STANKO;PRANAO;CABIESES;"QUINTO AÑO- EGRESO";2000-01;2000-01
HW1;Magia;2002-01;517334;S;"ALUMNO EGRESADO";14268086;9;RAÙL;KARIME;FRAILE;AMÉSTICA;"QUINTO AÑO - EGRESO";2008-01;2008-01
HW1;Magia;2001-01;457375;S;"BLOQUEO POR NO INSCRIPCION";8391745;9;NICOLÁS;ISRAEL;O'RYAN;RUBILAR;INGRESO;2001-01;2001-01
HW1;Magia;2004-01;559588;N;"Sin Bloqueo";19137481;0;TANYA;WALDO;URRELO;FAJARDO;"QUINTO AÑO - EGRESO";2010-01;2010-01
HW1;Magia;2008-01;396810;S;"ALUMNO LICENCIADO";24555091;0;GRACIELA;MATHIAS;DANERI;PLACENCIA;"QUINTO AÑO - EGRESO";2009-01;2009-01
HP1;Magia;1985-01;493473;S;"ALUMNO EGRESADO";5974935;5;PAZ;RONEY;ESPÍNDOLA;HIRANE;"QUINTO AÑO- EGRESO";1996-01;1996-01
HP1;Magia;1984-01;484755;S;"ALUMNO EGRESADO";11390271;4;HELGA;SHANNEN;TOSSO;MUÑIZ;"QUINTO AÑO- EGRESO";2002-01;2002-01
HP1;Magia;1999-01;639016;S;"ALUMNO EGRESADO";23645306;8;JASMINA;YANINA;ARRATIA;VINALES;"CUARTO AÑO";2002-01;2003-01
HP1;Magia;1989-01;610432;S;"BLOQUEO POR NO INSCRIPCION";7435416;6;BERNABE;CLENARDO;SPAUDO;WISNIA;"QUINTO AÑO- EGRESO";1998-01;1999-01
HW1;Magia;2004-01;553544;S;"ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO";11708766;7;JEANS;BERTA;SAPIAINS;COPEL;"PRIMER AÑO";2004-02;2006-01
HP1;Magia;1995-01;460939;S;"ALUMNO EGRESADO";4173487;9;EDSON;RAFAEL;CASONI;RUMINOT;"PRIMER AÑO";1997-01;1999-02
HW2;Magia;2005-01;493149;S;"BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION";4165862;0;KIAYRA;SELENE;ARROYUELO;ARISMENDI;INGRESO;2005-01;
GH3;Magia;2009-01;615112;S;"ALUMNO CON DEUDA MOROSA";7305105;7;GUIDO;MICHELL;VERDEJO;GARMENDIA;INGRESO;2009-01;
HW2;Magia;2010-01;467552;S;"ALUMNO CON DEUDA MOROSA";23816820;1;LADY;KAREM;COSGROVE;HUALA;INGRESO;2010-01;
HP1;Magia;1995-01;474985;S;"ALUMNO EGRESADO";23538787;6;EUDOCIA;NILSON;BRAGADO;VERNAL;"QUINTO AÑO- EGRESO";2001-01;2001-01
HP1;Magia;2000-01;448302;S;"ALUMNO EGRESADO";4606380;9;PAULA;ABNER;ANDREU;MESA;"SEGUNDO AÑO";2004-01;2004-02
HP1;Magia;1998-01;575278;S;"ALUMNO EGRESADO";23441874;5;PIERINNA;MATÍAS;CLAVERIE;CANELO;"QUINTO AÑO- EGRESO";2003-01;2003-02
HP1;Magia;2000-01;518324;S;"BLOQUEO POR NO INSCRIPCION";11703622;1;ISAURA;STEFFI;JOFRÉ;VILO;"SEGUNDO AÑO";2003-01;2004-02
HW1;Magia;2000-01;631639;S;"ALUMNO EGRESADO";24839473;1;JOHNNY;ANYELINA;BURGOS;AQUEVEQUE;"QUINTO AÑO - EGRESO";2006-02;2006-02
HW1;Magia;2001-01;474362;S;"BLOQUEO POR NO INSCRIPCION";7844758;0;MARISEL;AYLEEN;ZIEDE;DOMINGUEZ;"PRIMER AÑO";2002-01;2003-01
HP1;Magia;2000-01;462408;S;"BLOQUEO POR NO INSCRIPCION";5298555;2;ALEXIA;YANIRA;DECEBAL-CUZA;GAYTAN;"PRIMER AÑO";2001-01;2004-02
HW2;Magia;2010-01;499360;S;"SUSPENSION DE ESTUDIOS";8068705;1;DOLORES;TOMISLAV;GRANADA;PONTIGO;INGRESO;2010-01;
HP1;Magia;1996-01;509847;S;"ALUMNO EGRESADO";17642079;6;MARCOS;CARLITA;HERNANDEZ;"LA FLOR";"QUINTO AÑO- EGRESO";2001-02;2001-02
HP1;Magia;1998-01;468387;S;"ALUMNO EGRESADO";13215980;1;JOSEFINA;LISETT;ARIN;HAYVAR;"QUINTO AÑO- EGRESO";2005-01;2005-01
HP1;Magia;1999-01;467150;S;"ALUMNO EGRESADO";19829463;5;SYLVIA;DINKA;"DE VERA";MELIVILU;"QUINTO AÑO- EGRESO";2005-02;2005-02
HP1;Magia;2001-01;551075;S;"ALUMNO EGRESADO";21979578;6;FRANCESCA;ESTEPHANIA;HUENULAF;GUAJARDO;"SEGUNDO AÑO";2001-01;2004-01
PH2;Magia;2006-02;544085;S;"BLOQUEO POR NO INSCRIPCION";7685866;2;NOELIA;QUELENTARO;PALACIOS;TAVARA;"1 SEMESTRE";2006-02;
HP1;Magia;1988-01;446877;N;"Sin Bloqueo";18123707;5;FLORENCIO;ROMMEL;CLAVIJO;GUARDA;"CUARTO AÑO";1992-01;1993-02
HP1;Magia;1991-01;568619;S;"ALUMNO EGRESADO";18307181;3;YEXALEN;CANELA;CARIOLA;SALGUERO;"QUINTO AÑO- EGRESO";1996-02;1996-02
HP1;Magia;1999-01;549143;S;"ALUMNO EGRESADO";21236225;8;JESÚS;MIRIAM;ABURTO;LESSER;"QUINTO AÑO- EGRESO";2005-01;2005-01
HP1;Magia;2000-01;561432;S;"ALUMNO EGRESADO";16055862;6;DELC;MELISA;SAZO;STOWHAS;"SEGUNDO AÑO";2003-01;2005-02
HP1;Magia;1996-01;469802;S;"ALUMNO EGRESADO";24131945;6;ANALY;ALEXANDER;RUF;SERRANO;"QUINTO AÑO- EGRESO";2000-02;2000-02
HP1;Magia;1997-01;578550;S;"BLOQUEO POR NO INSCRIPCION";15048975;4;REBECA;AYLINE;CAVALIERI;HERMOSILLA;"SEGUNDO AÑO";1999-01;2001-01
HP1;Magia;2000-01;627334;S;"ALUMNO EGRESADO";5460279;3;ROSER;SOFIA;HUITRAIQUEO;ESPEJO;"QUINTO AÑO- EGRESO";2002-02;2002-02
HP1;Magia;2002-01;479932;S;"ALUMNO EGRESADO";7417010;2;PHILIP;ETIENNE;AGÜERO;HIGUERAS;"SEGUNDO AÑO";2004-01;2006-01
HP1;Magia;1998-01;550308;S;"ALUMNO EGRESADO";9346020;6;SAMANTHA;NILS;MELGAREJO;CAIMANQUE;"QUINTO AÑO- EGRESO";2002-01;2002-01
HP1;Magia;1994-01;613179;S;"BLOQUEO POR NO INSCRIPCION";12349186;7;YURI;MARYALICE;TORREBLANCA;GUTIÈRREZ;INGRESO;1994-01;1998-02
HP1;Magia;1986-01;496875;N;"Sin Bloqueo";18468996;K;ANTOLIN;YOVANKA;ANTIHUENO;LECKSIWILAI;"QUINTO AÑO- EGRESO";1995-02;
HW2;Magia;2015-01;397631;S;"ALUMNO CON DEUDA MOROSA";17665016;2;YAMIL;NORMANDINY;CODOCEO;LAISELLE;INGRESO;2015-01;
HP1;Magia;1999-01;436009;S;"ALUMNO EGRESADO";5852337;4;WILLEAMS;EDO.;ZÁRATE;POZAS;INGRESO;1999-01;2001-01
HP1;Magia;2000-01;613363;S;"ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO";19310592;0;BENJAM;BRAULIO;RIFO;AVACA;"PRIMER AÑO";2002-01;2004-01
HP1;Magia;2002-01;496011;S;"ALUMNO EGRESADO";7373068;9;VALESKA;YAREL;CARVALLO;ALBANEZ;"SEGUNDO AÑO";2004-01;2006-01
HP1;Magia;1998-01;400333;S;"BLOQUEO POR NO INSCRIPCION";16196583;6;SOLED;ALE.;BARRERA;AVILES;INGRESO;1998-01;1998-02
HP1;Magia;1986-01;613831;S;"ALUMNO LICENCIADO";23028943;3;ELUNEY;MAIRA;MATELUNA;MIÑO;"QUINTO AÑO- EGRESO";1991-02;1991-02
HP1;Magia;1994-01;459106;S;"BLOQUEO POR NO INSCRIPCION";12451874;6;SASHENKA;LEONCIO;CARPMAN;TAUCARE;"TERCER AÑO";1999-01;2001-01
HW1;Magia;2000-01;513226;S;"BLOQUEO POR NO INSCRIPCION";10055351;9;TRINIDAD;ANTHUARD;MASCARO;ARANGUIZ;"PRIMER AÑO";2000-01;2002-01
HW1;Magia;2000-01;542242;S;"ALUMNO EGRESADO";21162740;2;PAZALICIA;BETZABETH;HUARAPIL;LAVIN;"QUINTO AÑO - EGRESO";2004-01;2004-01
HP1;Magia;1990-01;487720;S;"ALUMNO CON DEUDA MOROSA";15415561;K;FDO.;ELOISA;ESCALIER;JANS;INGRESO;1990-01;1994-01
HW1;Magia;2000-01;609139;S;"BLOQUEO POR NO INSCRIPCION";11914631;8;GUISELLA;JADE;VIGOUROUX;ALARCON;"PRIMER AÑO";2001-01;2002-01
HP1;Magia;1991-01;651822;N;"Sin Bloqueo";18192992;5;MARIANGEL;ESTHEFANI;OXMAN;SERRA;"SEGUNDO AÑO";1992-01;1995-01
HP1;Magia;1984-01;451716;S;"ALUMNO EGRESADO";15663283;4;ELYZABETH;CATARI;THEZA;NOULIBOS;"QUINTO AÑO- EGRESO";2007-01;2007-01
HW2;Magia;2012-01;462968;S;"ALUMNO EGRESADO";11865541;8;LEANDRA;JEAN-PIERRE;CHAMORRO;VITHAR;"10 SEMESTRE - EGRESO";2018-01;2018-01
HP1;Magia;1998-01;445436;S;"ALUMNO EGRESADO";6380046;4;KUNTIDEVI;MELANNIE;ZÚÑIGA;SAA;"QUINTO AÑO- EGRESO";2003-02;2003-02
HP1;Magia;1992-01;638488;S;"ALUMNO EGRESADO";24441458;2;MICHEL;THAMARA;CHACALTANA;VEGLIA;"QUINTO AÑO- EGRESO";2003-01;2003-01
HW1;Magia;2002-01;580128;S;"ALUMNO EGRESADO";12391368;K;CRISLY;TANAHE;MANZANO;CHICIOADA;"QUINTO AÑO - EGRESO";2015-01;2015-01
HW1;Magia;2002-01;628131;S;"BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION";22991606;4;KIARA;PURISIMA;"DE RUYT";FLEN;INGRESO;2002-01;
GH1;Magia;2003-01;591074;S;"ALUMNO CON DEUDA MOROSA";23846368;4;EMIL;BERENICE;EMBRY;LIN;INGRESO;2003-01;
HP1;Magia;1996-01;652694;S;"ALUMNO EGRESADO";17111829;0;VIANKA;KEPLER;AMENGUAL;HIRCASH;"QUINTO AÑO- EGRESO";1997-02;1997-02
HP1;Magia;2002-01;410957;S;"ALUMNO LICENCIADO";7574735;9;KENIA;MILKA;CHINGA;BRUNA;"SEGUNDO AÑO";2004-01;2006-01
HW1;Magia;2000-01;466239;S;"BLOQUEO POR NO INSCRIPCION";8525380;7;DALYS;PIA;POLO;CARDEMIL;"PRIMER AÑO";2000-01;2000-02
HP1;Magia;1984-01;520839;S;"ALUMNO EGRESADO";13921586;9;GASTON;NABIHA;BANDA;SOMMERMEYER;"QUINTO AÑO- EGRESO";1992-01;1992-01
HW1;Magia;2004-01;635519;S;"BLOQUEO ADMINISTRATIVO";8155857;4;ABLO;MARTIN;RICCI;PINILLA;"QUINTO AÑO - EGRESO";2008-01;2008-01
HW1;Magia;2000-01;437270;S;"ALUMNO EGRESADO";21151987;4;SLASHLY;AGUSTINA;QUILODRAN;ASPEE;"QUINTO AÑO - EGRESO";2006-02;2006-02
HP1;Magia;1986-01;483636;S;"ALUMNO EGRESADO";16379586;4;JULIETA;AQUILES;FRIAS;OSSA;"QUINTO AÑO- EGRESO";2003-02;2003-02
HP1;Magia;2000-01;474660;S;"BLOQUEO POR NO INSCRIPCION";23152337;8;SOMALI;MICHEL;VÉLIZ;EGUILUZ;"SEGUNDO AÑO";2005-01;2005-01
HW1;Magia;2000-01;388211;S;"CAMBIO DE PLAN O CARRERA";12434272;8;ALEXIA;MAURICIO;VINET;STEVENSON;"TERCER AÑO";2003-01;2003-01
HW1;Magia;2000-01;453236;S;"BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION";14200088;9;ANGIE;CELIA;BASSA;ARRAÑO;INGRESO;2000-01;
HP1;Magia;1994-01;420117;S;"BLOQUEO POR NO INSCRIPCION";23810299;6;ABDALA;TRISTAN;GOMA;KAM;"SEGUNDO AÑO";1998-01;1999-01
HP1;Magia;2000-01;439333;S;"BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION";5059410;0;JASMINA;ISIS;GAVILÁN;VOITMANN;INGRESO;2000-01;
HP1;Magia;1999-01;504045;S;"ALUMNO EGRESADO";14634012;7;JAIME;ELESMA;CORTÉS;REHHOF;"CUARTO AÑO";2002-01;2003-01
HW1;Magia;1993-01;556012;N;"Sin Bloqueo";12564228;0;MARLIES;RAMSES;BLANC;SOZA;"CUARTO AÑO";2008-01;2008-01
HP1;Magia;1986-01;508844;S;"ALUMNO EGRESADO";19150624;2;LIU;SCARLET;RENJIFO;CERENIC;"TERCER AÑO";1991-01;1994-01
HP1;Magia;2000-01;534351;S;"CAMBIO DE PLAN O CARRERA";5191369;4;ESTEPHANIA;LUCIA;ARAGÓN;CARRANZA;"SEGUNDO AÑO";2003-01;2006-01
HW1;Magia;2000-01;601740;S;"ALUMNO EGRESADO";9337102;4;PÍA;GISSELA;PICÓN;PEREIRA;"QUINTO AÑO - EGRESO";2007-01;2007-01
HP1;Magia;1999-01;397067;S;"ALUMNO EGRESADO";15728532;3;BENJAM;SANTIAGO;MARIMAN;CARVALLO;"QUINTO AÑO- EGRESO";2004-01;2004-01
HP1;Magia;1996-01;418814;S;"ALUMNO EGRESADO";8623215;K;DELMAR;CHRISTIE;PICHARA;FUSTER;"QUINTO AÑO- EGRESO";2000-01;2000-01
HP1;Magia;2001-01;566212;S;"ALUMNO EGRESADO";14187285;1;NIELSEN;MILAN;CABEZA;MORRIN;"SEGUNDO AÑO";2003-01;2005-02
HW2;Magia;2015-01;557604;S;"BLOQUEO POR NO INSCRIPCION";11918993;4;GUISELLA;EDISON;LOPEZ;BOWEN;INGRESO;2015-01;
HP1;Magia;2000-01;422283;S;"ALUMNO CON DEUDA MOROSA";10400637;5;ELBA;YAMIL;LIBUY;ITURRIAGA;"SEGUNDO AÑO";2002-01;2004-01
HW1;Magia;2000-01;595684;N;"Sin Bloqueo";4201925;5;RUCH;KRYSTAL;LIAÑO;ABARZUA;"QUINTO AÑO - EGRESO";2006-02;2006-02
HP1;Magia;1996-01;498744;S;"ALUMNO EGRESADO";17581334;1;MARIA-BELEN;LORENZO;BENVENUTO;LIAÑO;INGRESO;1996-01;2000-01
HW1;Magia;2001-01;581154;S;"ALUMNO EGRESADO";16667450;K;FAVIOLA;DESIREE;TORRIJO;ARCE;"QUINTO AÑO - EGRESO";2005-02;2005-02
HP1;Magia;1995-01;648945;S;"ALUMNO EGRESADO";18919893;6;ZAMIR;SANTI;BUITANO;BADANI;"QUINTO AÑO- EGRESO";2001-02;2001-02
HP1;Magia;1989-01;491803;S;"ALUMNO EGRESADO";14905199;2;HERMAN;PALOMA;ASTUDILLO;OYANEDER;"SEGUNDO AÑO";1991-01;1993-02
HP1;Magia;1985-01;582717;S;"ALUMNO LICENCIADO";23800021;6;DARLING;ESTELITA;AROS;SARDA;"QUINTO AÑO- EGRESO";1995-01;1995-01
HP1;Magia;2003-01;590727;S;"ALUMNO EGRESADO";10766039;8;FABRITZIO;ANGEL.;LETONJA;SOUZA;"QUINTO AÑO- EGRESO";2005-02;2005-02
HP1;Magia;1989-01;608625;S;"ALUMNO EGRESADO";13982622;8;KRISTAL;HABRAAM;FRANCE;LIN;"QUINTO AÑO- EGRESO";1997-01;1997-01
HP1;Magia;2000-01;417443;N;"Sin Bloqueo";11827914;1;LADY;VÍCTOR;CAJAS;ARCOS;"SEGUNDO AÑO";2002-01;2007-02
HP1;Magia;2000-01;404411;S;"ALUMNO EGRESADO";19161268;2;GRIMANESA;RODNEY;GUTIERREZ;FRANETOVIC;"SEGUNDO AÑO";2003-01;2006-01
HP1;Magia;1993-01;636240;S;"BLOQUEO POR NO INSCRIPCION";15688889;3;ABRAH;DELP.;AMBUL;IRAOLA;INGRESO;1993-01;1998-02
HP1;Magia;1993-01;617153;S;"ALUMNO EGRESADO";8275016;7;THAYNA;GASTÓN;LANAS;LLANCANAO;"QUINTO AÑO- EGRESO";2000-02;2000-02
HP1;Magia;1998-01;573299;S;"ALUMNO EGRESADO";23026199;8;ANTHONY;MICKAL;LILLO;LIPIN;"QUINTO AÑO- EGRESO";2004-01;2004-01
HW2;Magia;2009-01;577283;S;"BLOQUEO POR NO INSCRIPCION";13080375;4;GERALDY;ARMANDINA;GARAY;CHICAHUAL;INGRESO;2009-01;
GH1;Magia;2003-01;486023;N;"Sin Bloqueo";13881019;3;EDGARRUY;GEORGEANA;BAHAMONDES;FRUTTERO;"QUINTO AÑO - EGRESO";2008-01;2008-01
HP1;Magia;2000-01;545291;S;"ALUMNO EGRESADO";8834774;0;ÁNGELA;DIORSA;ROLANDO;TUDELA;"SEGUNDO AÑO";2003-01;2005-02
GH1;Magia;2003-01;471016;N;"Sin Bloqueo";24280914;7;CAROLINE;YERLY;HALIM;CANTILLANO;GRADO;2010-02;2010-02
HP1;Magia;1997-01;442590;S;"CAMBIO DE PLAN O CARRERA";20549287;6;YULISA;PRISCILLA;GUERRA;ABUAUAD;"CUARTO AÑO";2003-01;2004-02
HW1;Magia;1997-01;572669;S;"CAMBIO DE PLAN O CARRERA";14893753;6;ORLANDO;DARY;CHAPPA;VIVANCO;INGRESO;2005-01;
HP1;Magia;1996-01;457668;S;"ALUMNO EGRESADO";9318441;K;ENEDINA;YESIKA;GASPAR;ARANEDA;"QUINTO AÑO- EGRESO";2000-01;2000-01
HW1;Magia;2000-01;463267;S;"ALUMNO EGRESADO";23827215;4;NELDYS;LISETE;OLIVAR;ESPEJO;"QUINTO AÑO - EGRESO";2006-01;2006-01
HP1;Magia;1989-01;465836;S;"ALUMNO EGRESADO";5641941;0;NEMESIO;SOLANO;VACCARELLA;SELLANES;"QUINTO AÑO- EGRESO";1995-01;1995-01
HP1;Magia;1996-01;433746;S;"ALUMNO EGRESADO";16149921;1;NECHMY;CRISTOFER;BIERE;POWELL;"QUINTO AÑO- EGRESO";2000-01;2000-01
HP1;Magia;2001-01;590144;S;"ALUMNO EGRESADO";18176227;6;INES;LISETE;MURRAY;LUENGO;"SEGUNDO AÑO";2001-01;2003-01
HP1;Magia;2002-01;393877;S;"ALUMNO EGRESADO";15174624;0;LEONARD;MARTHA;OYANADER;BACCELIERE;"QUINTO AÑO- EGRESO";2006-01;2006-01
HP1;Magia;1999-01;409141;S;"ALUMNO EGRESADO";6150861;0;SABINA;KRYSTAL;ALGUEDA;"DEL VALLE";"QUINTO AÑO- EGRESO";2004-02;2004-02
HP1;Magia;1991-01;408581;S;"ALUMNO EGRESADO";18559715;1;YAMIL;IRVING;CALVILLÁN;SANHUEZA;"QUINTO AÑO- EGRESO";1997-02;1997-02
HP1;Magia;1996-01;529811;S;"ALUMNO EGRESADO";17350395;3;ANAY;MAYRA;ALOMIA;CARBONELL;"QUINTO AÑO- EGRESO";2005-02;2005-02
HP1;Magia;1996-01;553791;S;"BLOQUEO POR NO INSCRIPCION";16863969;5;YANINA;JOHN;BALICH;DUNSTAN;"QUINTO AÑO- EGRESO";2000-02;2000-02
GH1;Magia;2003-01;496072;S;"SUSPENSION DE ESTUDIOS";22840203;3;VANNIA;ANABELLE;O'KUINGHTON;STEPPES;INGRESO;2003-01;
HP1;Magia;1987-01;473778;S;"ALUMNO EGRESADO";5261590;3;YELIZA;ANDY;"DEL REAL";MOORE;"QUINTO AÑO- EGRESO";1994-01;1994-01
HP1;Magia;1987-01;644808;S;"ALUMNO EGRESADO";16189715;0;EZEQUIEL;NAIS;ZANETTI;VALERO;"QUINTO AÑO- EGRESO";1992-02;1992-02
HP1;Magia;1999-01;441211;S;"ALUMNO EGRESADO";21351886;3;ENY;DINKO;PARRAGUEZ;OLIVAR;"QUINTO AÑO- EGRESO";2004-02;2004-02
HW1;Magia;1994-01;609721;S;"ALUMNO CON DEUDA MOROSA";18410602;9;ROSALÍA;JARELLY;"NIÑO DE ZEPEDA";COSGROVE;INGRESO;2006-01;
HP1;Magia;1986-01;559733;S;"ALUMNO LICENCIADO";8589403;8;QUETZALI;EMILLE;ARROYUELO;HARRIS;"QUINTO AÑO- EGRESO";1990-02;2017-01
HP1;Magia;1999-01;478194;S;"ALUMNO EGRESADO";20812209;9;ESTER;ELFRIEDE;PATZKE;BISSO;"QUINTO AÑO- EGRESO";2004-02;2004-02
HW1;Magia;2001-01;437283;S;"ALUMNO EGRESADO";24795691;9;SKANDAR;JOAN;CASTAÑON;ROJAS;"QUINTO AÑO - EGRESO";2008-01;2008-01
HP1;Magia;1996-01;546874;S;"ALUMNO EGRESADO";12071324;K;VALEZCA;JANNIFFER;TORRES;BRITO;"QUINTO AÑO- EGRESO";2000-01;2000-01
HW1;Magia;2001-01;440185;S;"BLOQUEO POR NO INSCRIPCION";24649160;4;RAISBEL;MORCHIO;SALGADO;LEMA;"PRIMER AÑO";2002-01;2003-01
HP1;Magia;1986-01;566637;S;"ALUMNO EGRESADO";16632306;5;BETZABÉ;MARION;GUARDA;PRADINES;"QUINTO AÑO- EGRESO";2002-02;2006-01
